O,D,Ton
64,10,501
64,11,251
64,12,637
64,13,385
64,14,225
64,15,483
64,16,408
64,17,55
64,18,425
64,19,144
64,20,682
64,21,133
64,22,209
64,23,505
64,24,619
64,25,395
64,26,370
64,27,644
64,28,423
64,29,170
64,30,415
64,31,507
64,32,51
64,33,85
64,34,28
64,35,158
64,36,157
64,37,364
64,38,265
64,39,104
64,40,331
64,41,134
64,42,261
64,43,587
64,44,602
64,45,52
64,46,66
64,47,145
64,48,417
64,49,763
64,50,119
64,51,175
64,52,89
64,53,214
64,55,288
64,56,418
64,57,512
64,58,308
64,59,84
64,60,674
64,61,330
64,62,570
64,63,434
64,64,3
64,65,193
64,66,169
64,67,203
64,68,126
64,69,568
64,70,130
64,71,222
64,72,593
64,73,628
64,74,664
65,1,109
65,2,225
65,3,99
65,4,702
65,5,236
65,6,424
65,7,130
65,8,158
65,9,332
65,10,15
65,11,523
65,12,440
65,13,612
65,14,708
65,15,58
65,16,315
65,17,150
65,18,426
65,19,358
65,20,426
65,21,53
65,22,495
65,23,300
65,24,103
65,25,523
65,26,395
65,27,229
65,28,740
65,29,568
65,30,102
65,31,413
65,32,2
65,33,205
65,34,9
65,35,538
65,36,457
65,37,663
65,38,1
65,39,386
65,40,384
65,41,259
65,42,530
65,43,197
65,44,584
65,45,460
65,46,545
65,47,473
65,48,699
65,49,486
65,50,394
65,51,611
65,52,544
65,53,450
65,54,318
65,55,627
65,56,419
65,57,545
65,58,217
65,59,272
65,60,316
65,61,129
65,62,571
65,63,675
65,64,633
65,65,616
65,66,409
65,67,7
65,68,277
65,69,578
65,70,613
65,71,613
65,72,675
65,73,560
65,74,589
66,1,587
66,2,506
66,3,388
66,4,339
66,5,222
66,6,512
66,7,110
66,8,438
66,9,191
66,10,561
66,11,520
66,12,119
66,13,561
66,14,592
66,15,293
66,16,687
66,17,100
66,18,479
66,19,558
66,20,60
66,21,184
66,22,563
66,23,457
66,24,399
66,25,625
66,26,707
66,27,375
66,28,600
66,29,90
66,30,315
66,31,411
66,32,594
66,33,573
66,34,573
66,35,88
66,36,134
66,37,138
66,38,570
66,39,689
66,40,50
66,41,153
66,42,275
66,43,275
66,44,734
66,45,701
66,46,681
66,47,440
66,48,257
66,49,625
66,50,172
66,51,440
66,52,272
66,53,209
66,54,212
66,55,629
66,56,306
66,57,494
66,58,166
66,59,530
66,60,57
66,61,368
66,62,161
66,63,258
66,64,697
66,65,502
66,66,647
66,67,269
66,68,257
66,69,616
66,70,124
66,71,426
66,72,637
66,73,439
66,74,569
67,1,454
67,2,639
67,3,627
67,4,618
67,5,440
67,6,689
67,7,73
67,8,525
67,9,119
67,10,4
67,11,521
67,12,420
67,13,90
67,14,404
67,15,450
67,16,260
67,17,173
67,18,162
67,19,696
67,20,519
67,21,288
67,22,365
67,23,153
67,24,164
67,25,61
67,26,562
67,27,208
67,28,320
67,29,566
67,30,607
67,31,279
67,32,409
67,33,342
67,34,588
67,35,187
67,36,413
67,37,297
67,38,561
67,39,361
67,40,670
67,41,65
67,42,695
67,43,663
67,44,441
67,45,298
67,46,248
67,47,518
67,48,192
67,49,238
67,50,110
67,51,308
67,52,334
67,53,484
67,54,589
67,55,645
67,56,131
67,57,234
67,58,643
67,59,247
67,60,293
67,61,188
67,62,178
67,63,226
67,64,376
67,65,521
67,66,26
67,67,613
67,68,373
67,69,16
67,70,418
67,71,341
67,72,708
67,73,133
67,74,551
68,1,507
68,2,397
68,3,224
68,4,319
68,5,27
68,6,701
68,7,488
68,8,594
68,9,207
68,10,184
68,11,448
68,12,324
68,13,655
68,14,404
68,15,330
68,16,490
68,17,239
68,18,620
68,19,720
68,20,78
68,21,280
68,22,171
68,23,449
68,24,548
68,25,401
68,26,197
68,27,514
68,28,134
68,29,195
68,30,445
68,31,207
68,32,419
68,33,675
68,34,376
68,35,56
68,36,146
68,37,205
68,38,294
68,39,196
68,40,616
68,41,478
68,42,254
68,43,56
68,44,271
68,45,130
68,46,151
68,47,435
68,48,363
68,49,49
68,50,402
68,51,413
68,52,312
68,53,68
68,54,102
68,55,192
68,56,597
68,57,62
68,58,38
68,59,259
68,60,255
68,61,75
68,62,471
68,63,491
68,64,100
68,65,573
68,66,378
68,67,617
68,68,229
68,69,740
68,70,547
68,71,172
68,72,41
68,73,358
68,74,286
69,1,558
69,2,14
69,3,37
69,4,541
69,5,509
69,6,230
69,7,373
69,8,448
69,9,353
69,10,673
69,11,711
69,12,109
69,13,190
69,14,337
69,15,73
69,16,587
69,17,59
69,18,249
69,19,686
69,20,714
69,21,264
69,22,574
69,23,86
69,24,528
69,25,344
69,26,470
69,27,89
69,28,159
69,29,263
69,30,564
69,31,671
69,32,579
69,33,94
69,34,607
69,35,184
69,36,717
69,37,605
69,38,546
69,39,711
69,40,2
69,41,69
69,42,160
69,43,635
69,44,296
69,45,250
69,46,21
69,47,676
69,48,72
69,49,153
69,50,781
69,51,593
69,52,386
69,53,387
69,54,544
69,55,273
69,56,98
69,57,197
69,58,27
69,59,703
69,60,588
69,61,147
69,62,64
69,63,195
69,64,241
69,65,98
69,66,494
69,67,647
69,68,687
69,69,511
69,70,129
69,71,553
69,72,123
69,73,400
69,74,78
70,1,540
70,2,254
70,3,550
70,4,86
70,5,602
70,6,11
70,7,287
70,8,681
70,9,471
70,10,257
70,11,152
70,12,44
70,13,400
70,14,397
70,15,635
70,16,94
70,17,35
70,18,138
70,19,730
70,20,469
70,21,685
70,22,513
70,23,722
70,24,394
70,25,239
70,26,287
70,27,120
70,28,32
70,29,375
70,30,462
70,31,599
70,32,414
70,33,410
70,34,645
70,35,528
70,36,366
70,37,209
70,38,623
70,39,335
70,40,468
70,41,110
70,42,403
70,43,459
70,44,36
70,45,299
70,46,149
70,47,419
70,48,353
70,49,457
70,50,486
70,51,449
70,52,489
70,53,638
70,54,527
70,55,527
70,56,505
70,57,58
70,58,313
70,59,172
70,60,75
70,61,306
70,62,633
70,63,445
70,64,178
70,65,573
70,66,202
70,67,295
70,68,559
70,69,397
70,70,666
70,71,649
70,72,606
70,73,580
70,74,680
71,1,216
71,2,620
71,3,638
71,4,654
71,5,70
71,6,171
71,7,243
71,8,534
71,9,630
71,10,402
71,11,621
71,12,611
71,13,573
71,14,263
71,15,190
71,16,197
71,17,382
71,18,127
71,19,368
71,20,596
71,21,667
71,22,191
71,23,247
71,24,247
71,25,400
71,26,166
71,27,584
71,28,458
71,29,99
71,30,629
71,31,188
71,32,328
71,33,111
71,34,623
71,35,449
71,36,473
71,37,705
71,38,478
71,39,171
71,40,32
71,41,476
71,42,629
71,43,301
71,44,145
71,45,177
71,46,471
71,47,20
71,48,115
71,49,699
71,50,288
71,51,177
71,52,50
71,53,346
71,54,400
71,55,250
71,56,277
71,57,635
71,58,755
71,59,541
71,60,439
71,61,170
71,62,209
71,63,683
71,64,548
71,65,701
71,66,512
71,67,345
71,68,594
71,69,247
71,70,235
71,71,1
71,72,540
71,73,170
71,74,581
72,1,287
72,2,557
72,3,442
72,4,568
72,5,379
72,6,534
72,7,566
72,8,20
72,9,109
72,10,627
72,11,259
72,12,218
72,13,444
72,14,502
72,15,445
72,16,192
72,17,553
72,18,543
72,19,295
72,20,21
72,21,381
72,22,371
72,23,500
72,24,451
72,25,479
72,26,431
72,27,662
72,28,108
72,29,341
72,30,380
72,31,638
72,32,599
72,33,390
72,34,272
72,35,271
72,36,653
72,37,666
72,38,656
72,39,355
72,40,150
72,41,379
72,42,457
72,43,55
72,44,11
72,46,119
72,47,488
72,48,226
72,49,150
72,50,427
72,51,540
72,52,61
72,53,502
72,54,260
72,55,170
72,56,407
72,57,544
72,58,349
72,59,451
72,60,64
72,61,636
72,62,380
72,63,552
72,64,573
72,65,462
72,66,118
72,67,227
72,68,658
72,69,619
72,70,193
72,71,351
72,72,580
72,73,560
72,74,134
73,1,241
73,2,444
73,3,453
73,4,197
73,5,130
73,6,34
73,7,568
73,8,189
73,9,567
73,10,205
73,11,654
73,12,53
73,13,702
73,14,267
73,15,401
73,16,183
73,17,604
73,18,310
73,19,402
73,20,598
73,21,552
73,22,434
73,23,239
73,24,218
73,25,427
73,26,179
73,27,253
73,28,495
73,29,187
73,30,9
73,31,658
73,32,641
73,33,600
73,34,247
73,35,178
73,36,684
73,37,655
73,38,238
73,39,221
73,40,484
73,41,378
73,42,551
73,43,334
73,44,598
73,45,396
73,46,275
73,47,503
73,48,482
73,49,654
73,50,714
73,51,326
73,52,286
73,53,100
73,54,274
73,55,241
73,56,103
73,57,488
73,58,355
73,59,583
73,60,287
73,61,21
73,62,431
73,63,164
73,64,366
73,65,147
73,66,112
73,67,552
73,68,112
73,69,405
73,70,318
73,71,447
73,72,66
73,73,227
73,74,494
74,1,705
74,2,103
74,3,676
74,4,56
74,5,269
74,6,524
74,7,288
74,8,493
74,9,59
74,10,254
74,11,460
74,12,403
74,13,613
74,14,473
74,15,97
74,16,303
74,17,555
74,18,364
74,19,281
74,20,365
74,21,30
74,22,412
74,23,424
74,24,650
74,25,210
74,26,124
74,27,268
74,28,198
74,29,479
74,30,473
74,31,321
74,32,435
74,33,260
74,34,725
74,35,543
74,36,293
74,37,200
74,38,76
74,39,284
74,40,373
74,41,637
74,42,212
74,43,1
74,44,571
74,45,120
74,46,348
74,47,159
74,48,665
74,49,417
74,50,200
74,51,471
74,52,196
74,53,576
74,54,217
74,55,499
74,56,448
74,57,208
74,58,637
74,59,364
74,60,612
74,61,323
74,62,543
74,63,138
74,64,436
74,65,690
74,66,113
74,67,593
74,68,181
74,69,318
74,70,681
74,71,531
74,72,427
74,73,132
74,74,664
